Name,City,State,Total Patients,Mortality %,Complication %,Start Date,End Date
Castle Medical Center,Kailua,Hawaii,,,,,
Stanly Regional Medical Center,Albemarle,North Carolina,,,,,
Carolinas Medical Center,Charlotte,North Carolina,188,97,85,July 2011,June 2014
Carolinas HealthCare System NorthEast,Concord,North Carolina,29,98,85,July 2011,June 2014
Scotland Health Care System,Laurinburg,North Carolina,,,,,
Novant Health Rowan Medical Center,Salisbury,North Carolina,,,,,
Wilson Medical Center,Wilson,North Carolina,,,,,
Haywood Regional Medical Center,Clyde,North Carolina,,,,,
Duke Raleigh Hospital,Raleigh,North Carolina,,,,,
Carteret Health Care,Morehead City,North Carolina,,,,,
Rutherford Regional Health System,Rutherfordton,North Carolina,,,,,
Novant Health Brunswick Medical Center,Bolivia,North Carolina,,,,,
Sampson Regional Medical Center,Clinton,North Carolina,,,,,
University of North Carolina Hospitals,Chapel Hill,North Carolina,78,98,90,July 2011,June 2014
Carolinas Healthcare System Pineville,Charlotte,North Carolina,10,97,86,July 2011,June 2014
Watauga Medical Center,Boone,North Carolina,,,,,
Transylvania Regional Hospital,Brevard,North Carolina,,,,,
Morehead Memorial Hospital,Eden,North Carolina,,,,,
Sandhills Regional Medical Center,Hamlet,North Carolina,,,,,
Novant Health Huntersville Medical Center,Huntersville,North Carolina,,,,,
Highlands-Cashiers Hospital,Highlands,North Carolina,,,,,
Granville Health System,Oxford,North Carolina,,,,,
Rex Healthcare,Raleigh,North Carolina,,,,,
Lake Norman Regional Medical Center,Mooresville,North Carolina,,,,,
Alamance Regional Medical Center,Burlington,North Carolina,,,,,
Northern Hospital of Surry County,Mount Airy,North Carolina,,,,,
Carolinas Medical Center-University,Charlotte,North Carolina,,,,,
Yadkin Valley Community Hospital,Yadkinville,North Carolina,,,,,
Frye Regional Medical Center,Hickory,North Carolina,,,,,
Novant Health Presbyterian Medical Center,Charlotte,North Carolina,146,97,80,July 2011,June 2014
Moses H. Cone Memorial Hospital,Greensboro,North Carolina,142,98,89,July 2011,June 2014
Cleveland Regional Medical Center,Shelby,North Carolina,,,,,
Wayne Memorial Hospital,Goldsboro,North Carolina,,,,,
Wake Forest Baptist Health-Lexington Medical Center,Lexington,North Carolina,,,,,
Caldwell Memorial Hospital,Lenoir,North Carolina,,,,,
Southeastern Health,Lumberton,North Carolina,,,,,
Person Memorial Hospital,Roxboro,North Carolina,,,,,
Martin General Hospital,Williamston,North Carolina,,,,,
Carolinas Healthcare System Union,Monroe,North Carolina,,,,,
Vidant Edgecombe Hospital,Tarboro,North Carolina,,,,,
Swain Community Hospital,Bryson City,North Carolina,,,,,
Murphy Medical Center,Murphy,North Carolina,,,,,
Blue Ridge Healthcare Hospitals,Morganton,North Carolina,,,,,
Wake Forest Baptist Medical Center,Winston-Salem,North Carolina,70,98,87,July 2011,June 2014
Hugh Chatham Memorial Hospital,Elkin,North Carolina,,,,,
Catawba Valley Medical Center,Hickory,North Carolina,,,,,
Angel Medical Center,Franklin,North Carolina,,,,,
High Point Regional Health System,High Point,North Carolina,,,,,
Novant Health Franklin Medical Center,Louisburg,North Carolina,,,,,
Harris Regional Hospital,Sylva,North Carolina,,,,,
Cape Fear Valley - Bladen County Hospital,Elizabethtown,North Carolina,,,,,
Davis Regional Medical Center,Statesville,North Carolina,,,,,
Novant Health Medical Park Hospital,Winston-Salem,North Carolina,,,,,
Duke Regional Hospital,Durham,North Carolina,,,,,
WakeMed Cary Hospital,Cary,North Carolina,,,,,
FirstHealth Montgomery Memorial Hospital,Troy,North Carolina,,,,,
The Outer Banks Hospital,Nags Head,North Carolina,,,,,
Halifax Regional Medical Center,Roanoke Rapids,North Carolina,,,,,
Pender Memorial Hospital,Burgaw,North Carolina,,,,,
Mission Hospital,Asheville,North Carolina,,,,,
Novant Health Thomasville Medical Center,Thomasville,North Carolina,,,,,
Blue Ridge Regional Hospital,Spruce Pine,North Carolina,,,,,
St. Luke's Hospital,Columbus,North Carolina,,,,,
Johnston Health,Smithfield,North Carolina,,,,,
Ashe Memorial Hospital,Jefferson,North Carolina,,,,,
New Hanover Regional Medical Center,Wilmington,North Carolina,,,,,
Park Ridge Health,Hendersonville,North Carolina,,,,,
Carolinas HealthCare System Anson,Wadesboro,North Carolina,,,,,
Charles A. Cannon Memorial Hospital,Linville,North Carolina,,,,,
Randolph Hospital,Asheboro,North Carolina,,,,,
Alleghany Memorial Hospital,Sparta,North Carolina,,,,,
Carolinas HealthCare System Lincoln,Lincolnton,North Carolina,,,,,
Nash Health Care Systems,Rocky Mount,North Carolina,,,,,
Lenoir Memorial Hospital,Kinston,North Carolina,,,,,
Harnett Health System,Dunn,North Carolina,,,,,
Novant Health Forsyth Medical Center,Winston-Salem,North Carolina,112,98,89,July 2011,June 2014
Chatham Hospital,Siler City,North Carolina,,,,,
North Carolina Specialty Hospital,Durham,North Carolina,,,,,
Novant Health Matthews Medical Center,Matthews,North Carolina,,,,,
Vidant Roanoke-Chowan Hospital,Ahoskie,North Carolina,,,,,
WakeMed Raleigh Campus,Raleigh,North Carolina,126,98,83,July 2011,June 2014
Columbus Regional Healthcare System,Whiteville,North Carolina,,,,,
Vidant Bertie Hospital,Windsor,North Carolina,,,,,
Washington County Hospital,Plymouth,North Carolina,,,,,
Central Carolina Hospital,Sanford,North Carolina,,,,,
Maria Parham Medical Center,Henderson,North Carolina,,,,,
Margaret R. Pardee Memorial Hospital,Hendersonville,North Carolina,,,,,
Vidant Medical Center,Greenville,North Carolina,,,,,
Sentara Albemarle Medical Center,Elizabeth City,North Carolina,,,,,
Cape Fear Valley Medical Center,Fayetteville,North Carolina,,,,,
Novant Health Charlotte Orthopaedic Hospital,Charlotte,North Carolina,,,,,
Wilkes Regional Medical Center,North Wilkesboro,North Carolina,,,,,
Vidant Beaufort Hospital,Washington,North Carolina,,,,,
CarolinaEast Health System,New Bern,North Carolina,,,,,
Duke University Hospital,Durham,North Carolina,364,99,93,July 2011,June 2014
CaroMont Regional Medical Center,Gastonia,North Carolina,,,,,
Iredell Memorial Hospital,Statesville,North Carolina,,,,,
Onslow Memorial Hospital,Jacksonville,North Carolina,,,,,
Cherokee Indian Hospital,Cherokee,North Carolina,,,,,
Pioneer Community Hospital of Stokes,Danbury,North Carolina,,,,,
J. Arthur Dosher Memorial Hospital,Southport,North Carolina,,,,,
Vidant Duplin Hospital,Kenansville,North Carolina,,,,,
FirstHealth Moore Regional Hospital,Pinehurst,North Carolina,119,96,86,July 2011,June 2014
Kings Mountain Hospital,Kings Mountain,North Carolina,,,,,
Vidant Chowan Hospital,Edenton,North Carolina,,,,,
McDowell Hospital,Marion,North Carolina,,,,,
FirstHealth Richmond Memorial Hospital,Rockingham,North Carolina,,,,,
Mary Washington Hospital,Fredericksburg,Virginia,55,98,88,July 2011,June 2014
Shenandoah Memorial Hospital,Woodstock,Virginia,,,,,
Norton Community Hospital,Norton,Virginia,,,,,
LewisGale Hospital Pulaski,Pulaski,Virginia,,,,,
Sentara RMH Medical Center,Harrisonburg,Virginia,,,,,
Warren Memorial Hospital,Front Royal,Virginia,,,,,
Winchester Medical Center,Winchester,Virginia,84,98,81,July 2011,June 2014
Inova Mount Vernon Hospital,Alexandria,Virginia,,,,,
Rappahannock General Hospital,Kilmarnock,Virginia,,,,,
Sentara Halifax Regional Hospital,South Boston,Virginia,,,,,
Inova Alexandria Hospital,Alexandria,Virginia,,,,,
Lewis-Gale Medical Center,Salem,Virginia,,,,,
Bon Secours Memorial Regional Medical Center,Mechanicsville,Virginia,,,,,
Martha Jefferson Hospital,Charlottesville,Virginia,,,,,
Bon Secours Maryview Medical Center,Portsmouth,Virginia,,,,,
Carilion Giles Community Hospital,Pearisburg,Virginia,,,,,
Page Memorial Hospital,Luray,Virginia,,,,,
Novant Health Haymarket Medical Center,Haymarket,Virginia,,,,,
Chesapeake Regional Medical Center,Chesapeake,Virginia,,,,,
LewisGale Hospital Montgomery,Blacksburg,Virginia,,,,,
Carilion Roanoke Memorial Hospital,Roanoke,Virginia,,,,,
Smyth County Community Hospital,Marion,Virginia,,,,,
Spotsylvania Regional Medical Center,Fredericksburg,Virginia,,,,,
Sentara Princess Anne Hospital,Virginia Beach,Virginia,,,,,
Riverside Doctors' Hospital,Williamsburg,Virginia,,,,,
Henrico Doctors' Hospital,Richmond,Virginia,,,,,
Sentara Northern Virginia Medical Center,Woodbridge,Virginia,,,,,
Centra Southside Community Hospital,Farmville,Virginia,,,,,
Riverside Tappahannock Hospital,Tappahannock,Virginia,,,,,
Dickenson Community Hospital,Clintwood,Virginia,,,,,
Centra Lynchburg General Hospital,Lynchburg,Virginia,81,97,89,July 2011,June 2014
Riverside Walter Reed Hospital,Gloucester,Virginia,,,,,
Wellmont Lonesome Pine Hospital,Big Stone Gap,Virginia,,,,,
UVA Culpeper Hospital,Culpeper,Virginia,,,,,
Carilion New River Valley Medical Center,Christiansburg,Virginia,,,,,
Virginia Hospital Center - Arlington,Arlington,Virginia,,,,,
Riverside Regional Medical Center,Newport News,Virginia,,,,,
Twin County Regional Healthcare,Galax,Virginia,,,,,
Southside Regional Medical Center,Petersburg,Virginia,,,,,
Sentara Norfolk General Hospital,Norfolk,Virginia,,,,,
Reston Hospital Center,Reston,Virginia,,,,,
Carilion Stonewall Jackson Hospital,Lexington,Virginia,,,,,
Inova Fair Oaks Hospital,Fairfax,Virginia,,,,,
Bon Secours-DePaul Medical Center,Norfolk,Virginia,,,,,
VCU Community Memorial Hospital,South Hill,Virginia,,,,,
Bon Secours St. Francis Medical Center,Midlothian,Virginia,,,,,
Augusta Health,Fishersville,Virginia,,,,,
Novant Health Prince William Medical Center,Manassas,Virginia,,,,,
Sentara Leigh Hospital,Norfolk,Virginia,,,,,
Sentara Williamsburg Regional Medical Center,Williamsburg,Virginia,,,,,
Inova Fairfax Hospital,Falls Church,Virginia,,,,,
Southampton Memorial Hospital,Franklin,Virginia,,,,,
Bon Secours St. Mary's Hospital,Richmond,Virginia,,,,,
Mary Immaculate Hospital,Newport News,Virginia,,,,,
Sentara Obici Hospital,Suffolk,Virginia,,,,,
LewisGale Hospital Alleghany,Low Moor,Virginia,,,,,
University of Virginia Medical Center,Charlottesville,Virginia,372,98,91,July 2011,June 2014
Inova Loudoun Hospital,Leesburg,Virginia,,,,,
Sentara Virginia Beach General Hospital,Virginia Beach,Virginia,22,97,86,July 2011,June 2014
Riverside Shore Memorial Hospital,Nassawadox,Virginia,,,,,
Stafford Hospital,Stafford,Virginia,,,,,
Bath Community Hospital,Hot Springs,Virginia,,,,,
Johnston Memorial Hospital,Abingdon,Virginia,,,,,
VCU Medical Center,Richmond,Virginia,,,,,
Pioneer Community Hospital of Patrick,Stuart,Virginia,,,,,
Bon Secours-Richmond Community Hospital,Richmond,Virginia,,,,,
Southern Virginia Regional Medical Center,Emporia,Virginia,,,,,
Carilion Franklin Memorial Hospital,Rocky Mount,Virginia,,,,,
Carilion Tazewell Community Hospital,Tazewell,Virginia,,,,,
Memorial Hospital,Martinsville,Virginia,,,,,
Buchanan General Hospital,Grundy,Virginia,,,,,
Russell County Medical Center,Lebanon,Virginia,,,,,
Chippenham Hospital,Richmond,Virginia,,,,,
Bedford Memorial Hospital,Bedford,Virginia,,,,,
Fauquier Hospital,Warrenton,Virginia,,,,,
Clinch Valley Medical Center,Richlands,Virginia,,,,,
Wythe County Community Hospital,Wytheville,Virginia,,,,,
John Randolph Medical Center,Hopewell,Virginia,,,,,
Danville Regional Medical Center,Danville,Virginia,,,,,
Sentara CarePlex Hospital,Hampton,Virginia,,,,,
Baptist Memorial Hospital for Women,Memphis,Tennessee,,,,,
Johnson City Medical Center,Johnson City,Tennessee,69,98,89,July 2011,June 2014
University of Tennessee Medical Center,Knoxville,Tennessee,119,98,89,July 2011,June 2014
Northcrest Medical Center,Springfield,Tennessee,,,,,
Parkridge Medical Center,Chattanooga,Tennessee,,,,,
LeConte Medical Center,Sevierville,Tennessee,,,,,
Vanderbilt Hospital and Clinics,Nashville,Tennessee,,,,,
Saint Thomas Hospital for Spinal Surgery,Nashville,Tennessee,,,,,
Lincoln County Health System,Fayetteville,Tennessee,,,,,
Fort Sanders Regional Medical Center,Knoxville,Tennessee,36,98,89,July 2011,June 2014
Cumberland River Hospital,Celina,Tennessee,,,,,
Erlanger Medical Center,Chattanooga,Tennessee,,,,,
Saint Thomas West Hospital,Nashville,Tennessee,164,98,90,July 2011,June 2014
Tennova Healthcare Regional Hospital of Jackson,Jackson,Tennessee,,,,,
Macon County General Hospital,Lafayette,Tennessee,,,,,
Saint Thomas Midtown Hospital,Nashville,Tennessee,60,98,89,July 2011,June 2014
Medical Center of Manchester,Manchester,Tennessee,,,,,
Jackson-Madison County General Hospital,Jackson,Tennessee,78,96,87,July 2011,June 2014
Henry County Medical Center,Paris,Tennessee,,,,,
TriStar Summit Medical Center,Hermitage,Tennessee,,,,,
Lakeway Regional Hospital,Morristown,Tennessee,,,,,
Saint Thomas Hickman Hospital,Centerville,Tennessee,,,,,
Southern Tennessee Regional Health System-Pulaski,Pulaski,Tennessee,,,,,
Saint Thomas Rutherford Hospital,Murfreesboro,Tennessee,,,,,
Saint Francis Hospital-Bartlett,Bartlett,Tennessee,,,,,
Franklin Woods Community Hospital,Johnson City,Tennessee,,,,,
Indian Path Medical Center,Kingsport,Tennessee,,,,,
TriStar Skyline Medical Center,Nashville,Tennessee,,,,,
Delta Medical Center,Memphis,Tennessee,,,,,
Tennova Healthcare Dyersburg Regional Medical Center,Dyersburg,Tennessee,,,,,
Wellmont Hancock County Hospital,Sneedville,Tennessee,,,,,
Jamestown Regional Medical Center,Jamestown,Tennessee,,,,,
Regional One Health,Memphis,Tennessee,,,,,
Takoma Regional Hospital,Greeneville,Tennessee,,,,,
Trousdale Medical Center,Hartsville,Tennessee,,,,,
Fort Loudoun Medical Center,Lenoir City,Tennessee,,,,,
Baptist Memorial Hospital-Union City,Union City,Tennessee,,,,,
Wellmont Hawkins County Memorial Hospital,Rogersville,Tennessee,,,,,
Roane Medical Center,Harriman,Tennessee,,,,,
Bolivar General Hospital,Bolivar,Tennessee,,,,,
Saint Thomas Stones River Hospital,Woodbury,Tennessee,,,,,
Lauderdale Community Hospital,Ripley,Tennessee,,,,,
Riverview Regional Medical Center,Carthage,Tennessee,,,,,
Heritage Medical Center,Shelbyville,Tennessee,,,,,
TriStar Southern Hills Medical Center,Nashville,Tennessee,,,,,
Milan General Hospital,Milan,Tennessee,,,,,
TriStar StoneCrest Medical Center,Smyrna,Tennessee,,,,,
Unicoi County Memorial Hospital,Erwin,Tennessee,,,,,
Laughlin Memorial Hospital,Greeneville,Tennessee,,,,,
Tennova Healthcare-Jefferson Memorial Hospital,Jefferson City,Tennessee,,,,,
Marshall Medical Center,Lewisburg,Tennessee,,,,,
Tennova Newport Medical Center,Newport,Tennessee,,,,,
Blount Memorial Hospital,Maryville,Tennessee,,,,,
Southern Tennessee Regional Health System-Winchester,Winchester,Tennessee,,,,,
Wellmont Holston Valley Medical Center,Kingsport,Tennessee,97,96,87,July 2011,June 2014
Southern Tennessee Regional Health System-Lawrenceburg,Lawrenceburg,Tennessee,,,,,
University Medical Center,Lebanon,Tennessee,,,,,
Saint Thomas River Park Hospital,Mc Minnville,Tennessee,,,,,
Perry Community Hospital,Linden,Tennessee,,,,,
Saint Francis Hospital,Memphis,Tennessee,,,,,
Maury Regional Hospital,Columbia,Tennessee,,,,,
Sumner Regional Medical Center,Gallatin,Tennessee,,,,,
CHI Memorial,Chattanooga,Tennessee,,,,,
Baptist Memorial Hospital - Memphis,Memphis,Tennessee,,,,,
Jellico Community Hospital,Jellico,Tennessee,,,,,
TriStar Hendersonville Medical Center,Hendersonville,Tennessee,,,,,
Morristown-Hamblen Healthcare System,Morristown,Tennessee,,,,,
Cumberland Medical Center,Crossville,Tennessee,,,,,
Saint Thomas DeKalb Hospital,Smithville,Tennessee,,,,,
Livingston Regional Hospital,Livingston,Tennessee,,,,,
Nashville General Hospital,Nashville,Tennessee,,,,,
Skyridge Medical Center,Cleveland,Tennessee,,,,,
Sweetwater Hospital,Sweetwater,Tennessee,,,,,
Methodist Healthcare Memphis Hospitals,Memphis,Tennessee,,,,,
Henderson County Community Hospital,Lexington,Tennessee,,,,,
Parkwest Medical Center,Knoxville,Tennessee,56,97,87,July 2011,June 2014
Claiborne Medical Center,Tazewell,Tennessee,,,,,
Baptist Rehabilitation-Germantown,Germantown,Tennessee,,,,,
Methodist Healthcare-Fayette Hospital,Somerville,Tennessee,,,,,
Methodist Medical Center of Oak Ridge,Oak Ridge,Tennessee,32,98,85,July 2011,June 2014
Tennova Healthcare-LaFollette Medical Center,La Follette,Tennessee,,,,,
Starr Regional Medical Center,Athens,Tennessee,,,,,
Peninsula Hospital,Louisville,Tennessee,56,97,87,July 2011,June 2014
Copper Basin Medical Center,Copperhill,Tennessee,,,,,
Hardin Medical Center,Savannah,Tennessee,,,,,
Sycamore Shoals Hospital,Elizabethton,Tennessee,,,,,
Tennova Healthcare McNairy Regional Hospital,Selmer,Tennessee,,,,,
Tennova Physicians Regional Medical Center,Knoxville,Tennessee,,,,,
Gateway Medical Center,Clarksville,Tennessee,,,,,
Saint Thomas Highlands Hospital,Sparta,Tennessee,,,,,
Cookeville Regional Medical Center,Cookeville,Tennessee,,,,,
United Regional Medical Center,Manchester,Tennessee,,,,,
TriStar Ashland City Medical Center,Ashland City,Tennessee,,,,,
Johnson County Community Hospital,Mountain City,Tennessee,,,,,
Wellmont Bristol Regional Medical Center,Bristol,Tennessee,39,95,89,July 2011,June 2014
Houston County Community Hospital,Erin,Tennessee,,,,,
TriStar Horizon Medical Center,Dickson,Tennessee,,,,,
Camden General Hospital,Camden,Tennessee,,,,,
Decatur County General Hospital,Parsons,Tennessee,,,,,
Williamson Medical Center,Franklin,Tennessee,,,,,
Baptist Memorial Hospital-Huntingdon,Huntingdon,Tennessee,,,,,
Baptist Memorial Hospital-Tipton,Covington,Tennessee,,,,,
McKenzie Regional Hospital,McKenzie,Tennessee,,,,,
Tennova Healthcare Volunteer Community Hospital,Martin,Tennessee,,,,,
Harton Regional Medical Center,Tullahoma,Tennessee,,,,,
Rhea Medical Center,Dayton,Tennessee,,,,,
Wayne Medical Center,Waynesboro,Tennessee,,,,,
TriStar Centennial Medical Center,Nashville,Tennessee,158,98,88,July 2011,June 2014
Peninsula Regional Medical Center,Salisbury,Maryland,,,,,
Mercy Medical Center,Baltimore,Maryland,,,,,
MedStar Southern Maryland Hospital Center,Clinton,Maryland,,,,,
MedStar Montgomery Medical Center,Olney,Maryland,,,,,
Northwest Hospital,Randallstown,Maryland,,,,,
MedStar Harbor Hospital,Baltimore,Maryland,,,,,
MedStar Franklin Square Medical Center,Baltimore,Maryland,,,,,
Suburban Hospital,Bethesda,Maryland,75,97,89,July 2011,June 2014
Johns Hopkins Hospital,Baltimore,Maryland,,,,,
Holy Cross Hospital,Silver Spring,Maryland,,,,,
Johns Hopkins Bayview Medical Center,Baltimore,Maryland,,,,,
Calvert Memorial Hospital,Prince Frederick,Maryland,,,,,
Saint Agnes Hospital,Baltimore,Maryland,,,,,
MedStar Union Memorial Hospital,Baltimore,Maryland,202,97,84,July 2011,June 2014
Union Hospital,Elkton,Maryland,,,,,
Garrett County Memorial Hospital,Oakland,Maryland,,,,,
University of Maryland St. Joseph Medical Center,Towson,Maryland,,,,,
University of Maryland Shore Medical Center at Easton,Easton,Maryland,,,,,
Bon Secours Baltimore Health System,Baltimore,Maryland,,,,,
Laurel Regional Hospital,Laurel,Maryland,,,,,
Meritus Medical Center,Hagerstown,Maryland,,,,,
University of Maryland Upper Chesapeake Medical Center,Bel Air,Maryland,,,,,
Anne Arundel Medical Center,Annapolis,Maryland,,,,,
Carroll Hospital Center,Westminster,Maryland,,,,,
Western Maryland Regional Medical Center,Cumberland,Maryland,,,,,
Shady Grove Adventist Hospital,Rockville,Maryland,,,,,
Howard County General Hospital,Columbia,Maryland,,,,,
University of Maryland Harford Memorial Hospital,Havre De Grace,Maryland,,,,,
Atlantic General Hospital,Berlin,Maryland,,,,,
Prince George's Hospital Center,Cheverly,Maryland,,,,,
Frederick Memorial Hospital,Frederick,Maryland,,,,,
University of Maryland Medical Center Midtown Campus,Baltimore,Maryland,,,,,
Sinai Hospital of Baltimore,Baltimore,Maryland,,,,,
Doctors Community Hospital,Lanham,Maryland,,,,,
University of Maryland Medical Center,Baltimore,Maryland,,,,,
McCready Foundation,Crisfield,Maryland,,,,,
Greater Baltimore Medical Center,Baltimore,Maryland,,,,,
University of Maryland Charles Regional Medical Center,La Plata,Maryland,,,,,
University of Maryland Baltimore Washington Medical Center,Glen Burnie,Maryland,,,,,
Fort Washington Medical Center,Oxen Hill,Maryland,,,,,
Washington Adventist Hospital,Takoma Park,Maryland,,,,,
MedStar Good Samaritan Hospital,Baltimore,Maryland,,,,,
MedStar St. Mary's Hospital,Leonardtown,Maryland,,,,,
University of Maryland Shore Medical Center at Chestertown,Chestertown,Maryland,,,,,
Saint Luke's Cushing Hospital,Leavenworth,Kansas,,,,,
Pawnee Valley Community Hospital,Larned,Kansas,,,,,
Ottawa County Health Center,Minneapolis,Kansas,,,,,
Mercy Hospital Fort Scott,Fort Scott,Kansas,,,,,
Meade District Hospital,Meade,Kansas,,,,,
Harper Hospital District Five,Harper,Kansas,,,,,
Susan B. Allen Memorial Hospital,El Dorado,Kansas,,,,,
Wilson Medical Center,Neodesha,Kansas,,,,,
Wichita County Health Center,Leoti,Kansas,,,,,
Menorah Medical Center,Overland Park,Kansas,,,,,
Russell Regional Hospital,Russell,Kansas,,,,,
Sedan City Hospital,Sedan,Kansas,,,,,
Ashland Health Center,Ashland,Kansas,,,,,
Community HealthCare System,Onaga,Kansas,,,,,
Hodgeman County Health Center,Jetmore,Kansas,,,,,
Atchison Hospital,Atchison,Kansas,,,,,
St. Catherine Hospital,Garden City,Kansas,,,,,
Pratt Regional Medical Center,Pratt,Kansas,,,,,
Overland Park Regional Medical Center,Overland Park,Kansas,,,,,
Graham County Hospital,Hill City,Kansas,,,,,
Wamego Health Center,Wamego,Kansas,,,,,
Rooks County Health Center,Plainville,Kansas,,,,,
Sumner Regional Medical Center,Wellington,Kansas,,,,,
Providence Medical Center,Kansas City,Kansas,,,,,
Morris County Hospital,Council Grove,Kansas,,,,,
Salina Regional Health Center,Salina,Kansas,,,,,
Great Bend Regional Hospital,Great Bend,Kansas,,,,,
Salina Surgical Hospital,Salina,Kansas,,,,,
Memorial Health System,Abilene,Kansas,,,,,
Via Christi Hospital Pittsburg,Pittsburg,Kansas,,,,,
Republic County Hospital,Belleville,Kansas,,,,,
Girard Medical Center,Girard,Kansas,,,,,
Bob Wilson Memorial Grant County Hospital,Ulysses,Kansas,,,,,
Citizens Medical Center,Colby,Kansas,,,,,
Kearny County Hospital,Lakin,Kansas,,,,,
Wesley Medical Center,Wichita,Kansas,,,,,
Mercy Maude Norton Hospital,Columbus,Kansas,,,,,
Kansas Medical Center,Andover,Kansas,96,98,90,July 2011,June 2014
Via Christi Hospital on St. Teresa,Wichita,Kansas,,,,,
Medicine Lodge Memorial Hospital,Medicine Lodge,Kansas,,,,,
Kansas Surgery and Recovery Center,Wichita,Kansas,,,,,
Osborne County Memorial Hospital,Osborne,Kansas,,,,,
Clay County Medical Center,Clay Center,Kansas,,,,,
Minneola District Hospital,Minneola,Kansas,,,,,
Rawlins County Health Center,Atwood,Kansas,,,,,
Holton Community Hospital,Holton,Kansas,,,,,
Fredonia Regional Hospital,Fredonia,Kansas,,,,,
Greeley County Health Services,Tribune,Kansas,,,,,
Washington County Hospital,Washington,Kansas,,,,,
Lindsborg Community Hospital,Lindsborg,Kansas,,,,,
Nemaha Valley Community Hospital,Seneca,Kansas,,,,,
Minimally Invasive Surgery Center,Lenexa,Kansas,,,,,
Kansas Spine and Specialty Hospital,Wichita,Kansas,,,,,
Western Plains Medical Complex,Dodge City,Kansas,,,,,
Kiowa District Hospital and Manor,Kiowa,Kansas,,,,,
Sabetha Community Hospital,Sabetha,Kansas,,,,,
Smith County Memorial Hospital,Smith Center,Kansas,,,,,
Herington Municipal Hospital,Herington,Kansas,,,,,
Trego County-Lemke Memorial Hospital,Wakeeney,Kansas,,,,,
"Via Christi Hospital Manhattan, Inc.",Manhattan,Kansas,,,,,
Miami County Medical Center,Paola,Kansas,,,,,
Decatur Health Systems,Oberlin,Kansas,,,,,
South Central Kansas Medical Center,Arkansas City,Kansas,,,,,
Hiawatha Community Hospital,Hiawatha,Kansas,,,,,
Ellsworth County Medical Center,Ellsworth,Kansas,,,,,
Hamilton County Hospital,Syracuse,Kansas,,,,,
Edwards County Hospital and Healthcare Center,Kinsley,Kansas,,,,,
Summit Surgical,Hutchinson,Kansas,,,,,
Hospital District One of Rice County,Lyons,Kansas,,,,,
St. Francis Health,Topeka,Kansas,,,,,
William Newton Hospital,Winfield,Kansas,,,,,
Sheridan County Health Complex,Hoxie,Kansas,,,,,
Kingman Community Hospital,Kingman,Kansas,,,,,
Hillsboro Community Hospital,Hillsboro,Kansas,,,,,
Lincoln County Hospital,Lincoln,Kansas,,,,,
Allen County Regional Hospital,Iola,Kansas,,,,,
Rush County Memorial Hospital,La Crosse,Kansas,,,,,
Satanta District Hospital and Long Term Care,Satanta,Kansas,,,,,
Scott County Hospital,Scott City,Kansas,,,,,
Hanover Hospital,Hanover,Kansas,,,,,
Mercy Hospital Independence,Independence,Kansas,,,,,
Cloud County Health Center,Concordia,Kansas,,,,,
Goodland Regional Medical Center,Goodland,Kansas,,,,,
Saint John Hospital,Leavenworth,Kansas,,,,,
Morton County Health System,Elkhart,Kansas,,,,,
Mitchell County Hospital Health Systems,Beloit,Kansas,,,,,
Hutchinson Regional Medical Center,Hutchinson,Kansas,,,,,
Manhattan Surgical,Manhattan,Kansas,,,,,
Comanche County Hospital,Coldwater,Kansas,,,,,
Norton County Hospital,Norton,Kansas,,,,,
St. Luke Hospital and Living Center,Marion,Kansas,,,,,
Lawrence Memorial Hospital,Lawrence,Kansas,,,,,
Saint Luke's South Hospital,Overland Park,Kansas,,,,,
Cheyenne County Hospital,Saint Francis,Kansas,,,,,
Phillips County Hospital,Phillipsburg,Kansas,,,,,
Mercy Hospital,Moundridge,Kansas,,,,,
Shawnee Mission Medical Center,Shawnee Mission,Kansas,,,,,
Greenwood County Hospital,Eureka,Kansas,,,,,
Coffeyville Regional Medical Center,Coffeyville,Kansas,,,,,
Anthony Medical Center,Anthony,Kansas,,,,,
Southwest Medical Center,Liberal,Kansas,,,,,
Ellinwood District Hospital,Ellinwood,Kansas,,,,,
Newton Medical Center,Newton,Kansas,,,,,
Labette Health,Parsons,Kansas,,,,,
Doctor's Hospital,Leawood,Kansas,,,,,
Clara Barton Hospital,Hoisington,Kansas,,,,,
Neosho Memorial Regional Medical Center,Chanute,Kansas,,,,,
Kansas City Orthopaedic Institute,Leawood,Kansas,,,,,
Anderson County Hospital,Garnett,Kansas,,,,,
Community Memorial Healthcare,Marysville,Kansas,,,,,
Hays Medical Center,Hays,Kansas,,,,,
The University of Kansas Hospital,Kansas City,Kansas,,,,,
Olathe Medical Center,Olathe,Kansas,,,,,
Geary Community Hospital,Junction City,Kansas,,,,,
Stanton County Hospital,Johnson,Kansas,,,,,
Stormont-Vail HealthCare,Topeka,Kansas,65,97,86,July 2011,June 2014
Stevens County Hospital,Hugoton,Kansas,,,,,
Ransom Memorial Hospital,Ottawa,Kansas,,,,,
Newman Regional Health,Emporia,Kansas,,,,,
Coffey County Hospital,Burlington,Kansas,,,,,
Kansas Heart Hospital,Wichita,Kansas,,,,,
Ness County Hospital,Ness City,Kansas,,,,,
McPherson Hospital,McPherson,Kansas,,,,,
Via Christi Hospital on St. Francis,Wichita,Kansas,,,,,
Gove County Medical Center,Quinter,Kansas,,,,,
